gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
NPTX2,56.7013343684528,2.25245425852293,0.41238344332454,1.98606235394104e-09,3.81443135697917e-05
NR4A1,32.8552897632141,1.63625225912157,0.362732169707602,2.86133195192719e-07,0.00274773707343568
SLITRK2,59.9405387580475,1.09681651118779,0.251825261311823,6.42218342366528e-07,0.00411148182783051
PRELP,26.1884571672919,-1.7906478514806,0.441582626182336,2.14357895002058e-06,0.00823391546281903
SPON2,27.1829878177663,1.62433677317421,0.397533041205006,2.03885158716606e-06,0.00823391546281903
RP5-882C2.2,25.4513298374027,1.40983460056927,0.37775327058628,8.25332484473583e-06,0.0264188928279994
TRAPPC12-AS1,7.61767381984909,-2.71122354151651,0.7182845397688,1.00301575704719e-05,0.0275198866140689
RP11-727F15.9,8.62036707870561,-2.05324497165587,0.582137543734616,1.92046511388213e-05,0.0461055662215252
ZNRF3-AS1,9.68458081046589,-1.77752474415055,0.509465382107149,2.31402790647982e-05,0.0493813555242793
FRA10AC1,158.40690906426,0.587630011645629,0.169747704120811,2.58205118505203e-05,0.0495908750601093
ELK1,171.807081270561,-1.16123126869319,0.357305500106945,4.09504907525958e-05,0.0714995568540323
PART1,238.609314455335,0.959227560444033,0.299875081301887,5.30213377684183e-05,0.0809436290411204
RP11-347C12.1,11.8159666452388,-1.60568990899365,0.507037706664103,5.47884607692682e-05,0.0809436290411204
ZFYVE28,176.636822078491,0.701841518697999,0.224147736549047,7.43089144579288e-05,0.10194121507707
AC005537.2,9.73575341564517,1.63082886562257,0.51851739082867,8.66246167527331e-05,0.109547123209084
LINC01252,124.231817679132,0.733496276468683,0.239463836600944,9.12607503564172e-05,0.109547123209084
RPS6KA5,409.733270846467,-0.507110375847485,0.165885950032471,0.00010704843501894,0.111495147614515
SBK1,64.9587110135782,0.951359052589548,0.322808735855724,0.000110299271304581,0.111495147614515
C1QL1,14.1180137960598,-0.0681632604314429,0.137105484408701,0.000106083670568167,0.111495147614515
HOMER1,372.404177532245,0.503539072639856,0.166066687294577,0.000117351287062386,0.112235163077043
AC016831.7,54.5945546913295,-1.3660561344119,0.471130458447603,0.000122718859971775,0.112235163077043
ZNF669,37.2203221852004,-1.28373121615956,0.462188507331895,0.00018133152463199,0.118191370655641
TRIM54,43.0586847196529,0.736639841151113,0.254238110126254,0.000152986713417212,0.118191370655641
PHLDB2,20.1489543603777,1.76655136946702,0.625608037964447,0.00015771177956168,0.118191370655641
PCSK1,64.7999681131466,0.971265795247795,0.344246524203497,0.000165799488235853,0.118191370655641
DUSP4,10.4358300660809,2.26073594825214,0.791237476111756,0.0001399649311062,0.118191370655641
STRBP,380.473069682065,0.51174979705467,0.175750218446736,0.000167793554008388,0.118191370655641
RALGDS,255.072803465451,0.552582948178327,0.192073678379306,0.000179233799245362,0.118191370655641
FRMD6,58.783638325016,0.772367084744829,0.275262698947164,0.000184616324048173,0.118191370655641
DIO3OS,9.13605331380799,-1.49396628861717,0.531783164724597,0.000173324461478432,0.118191370655641
AJ239322.1,4.2803393903635,2.98092975818412,0.96823920457884,0.000207817282620983,0.124729335313081
DENND3,237.227768794475,0.84665148954969,0.306920569658007,0.000207229958421056,0.124729335313081
MEG9,50.1974431090548,1.11219761052839,0.409952564672347,0.000222881701247772,0.125901939828374
CALB2,12.1451705248051,-1.64013171753383,0.611229254083795,0.000222131614817788,0.125901939828374
NGB,50.3729621636832,-1.00701563982946,0.374207731807339,0.000233453734559381,0.128106069312785
ABCC12,7.66601742470212,1.71038020096085,0.61613189398825,0.000246051909185213,0.131268693550311
LY6H,919.629181265249,-0.895520849690296,0.345245492819062,0.000309817006890777,0.152572959854981
CTNND1,156.777557762295,0.517349056905214,0.190179558415119,0.000298470436903574,0.152572959854981
RP11-161M6.2,912.968278931131,0.667234558635022,0.252302258392491,0.000309357062446758,0.152572959854981
WSB1,780.035322458539,0.727732388597763,0.279013269858155,0.000329941125519521,0.158421231418198
PER3,72.0184426350045,-0.569698731608885,0.215982721719609,0.000341833837714109,0.16012830944237
TRIM33,408.583566450817,0.495736449672838,0.187349185670332,0.00036677458883018,0.165454918924128
ATP5D,340.179234721314,-1.03516199049124,0.412664585023123,0.000370434318116084,0.165454918924128
DAP,20.0544105156767,-0.135669468818993,0.405826999054132,0.000401503968214289,0.170036624015528
PHC1,118.691495317563,0.750451727872962,0.295285222682018,0.000391215499637618,0.170036624015528
GAMT,97.6122683009407,-0.617987901839804,0.241754707834263,0.000407252145408428,0.170036624015528
SLA,16.765248787006,-1.07307851512702,0.441119447862987,0.000440071168627932,0.17982993329081
GLUL,71.2597514301663,-0.963471637167526,0.396590133199561,0.00045529293257789,0.180307974382104
AC005592.1,2.33932331811547,4.7215712297557,2.56460504389271,0.000461520126229048,0.180307974382104
MESP1,65.0278697909723,-1.06819298745823,0.442910625289722,0.000469405327455234,0.180307974382104
CLTB,301.045727572793,-0.867399331695505,0.359497936270093,0.000495148139547735,0.186466964081447
SPRY4-IT1,4.50085533763287,3.16850690989731,1.37888072225774,0.000552676610058805,0.20412898024595
NRBP2,183.258540843975,0.764130259287316,0.320433717168036,0.000563589068317184,0.20423191785094
L3MBTL1,73.7880900661727,0.589676049178795,0.244455962077097,0.000615479443881675,0.218905522207249
PRICKLE2-AS1,17.5399335309149,-0.12039370275151,0.272922040018216,0.000678097202453185,0.228483067900278
PDK3,17.9142673960842,-0.106629984512546,0.215521803553766,0.0006718715440029,0.228483067900278
ZNF596,12.8502341068669,1.38529688586786,0.602812894799429,0.000670521569128449,0.228483067900278
ILDR2,92.1981286349662,0.752502620091834,0.325556115687247,0.000694302498072143,0.229909892723682
AGBL4,68.0696247995801,0.967164691296326,0.441304095053896,0.00084943809979634,0.272614897515588
PDE1A,288.440627091298,-0.419289432006051,0.177226899088314,0.000851655412419832,0.272614897515588
ANLN,14.5904334712087,-0.111049809411959,0.228355767831936,0.000893318220436186,0.281263438388482
IGFBP5,166.704605021257,-0.627387427551527,0.286873648686343,0.000951835392732195,0.290688963091051
NEUROD6,119.639238268497,0.756408745487351,0.356008148074541,0.00100345841565391,0.290688963091051
ANKRD20A1,8.38198745722605,-0.0340388932091155,0.106878168878946,0.00101406646501616,0.290688963091051
ROM1,3.58883918832444,-0.0503843899318811,0.117717274028082,0.000987688369413805,0.290688963091051
LMF1,28.7610356262777,0.789052890124062,0.366423889204897,0.000974213215582189,0.290688963091051
PPIL2,116.263576676186,0.477853589729028,0.211416015107322,0.00099527104788054,0.290688963091051
RP3-525N10.2,357.873040901022,1.04339755690629,0.507785038439264,0.00105749068663671,0.29435023373253
RNF24,128.333064526274,0.545661159382818,0.249385504329745,0.00105051915580035,0.29435023373253
KMT2E-AS1,24.9185698085136,-0.697672409720527,0.332150789851989,0.00111995195874457,0.300204348940654
