"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"FAM76A",4.91466031389905e-12,-0.390322825386861,0.06,0.09,1.65594564616515e-07
"AP4S1",4.92477021247278e-12,-0.46027609406539,0.058,0.087,1.65935207539058e-07
"DZIP3",4.93597294370013e-12,-0.217405679722998,0.254,0.304,1.66312672365032e-07
"LGALS8",4.95884066095988e-12,-0.273264767563711,0.116,0.155,1.67083177230382e-07
"SCNN1D",5.01862426830013e-12,-0.464358466462859,0.05,0.077,1.69097526096104e-07
"ORMDL1",5.02164695353299e-12,-0.265554174417885,0.128,0.168,1.6919937245234e-07
"PGAP3",5.03308933377674e-12,-0.541068114965155,0.043,0.068,1.69584912012273e-07
"NAPRT",5.03355757188861e-12,-0.520463945651365,0.042,0.068,1.69600688827215e-07
"PTPN1",5.15364082684936e-12,-0.44186719901382,0.06,0.089,1.73646774019862e-07
"WDR83OS",5.25009876812458e-12,0.545080858567057,0.117,0.086,1.76896827893189e-07
"MTHFD1",5.26889003985218e-12,-0.561246048890126,0.044,0.07,1.77529981002779e-07
"USP43",5.33257462144465e-12,-0.55438048563851,0.062,0.091,1.79675769294956e-07
"LRP1",5.35010523728315e-12,-0.28506431283954,0.15,0.192,1.80266445865018e-07
"CD200",5.43070851499617e-12,0.537132476231106,0.194,0.159,1.82982292704281e-07
"TPP2",5.43161863544982e-12,-0.340794228149477,0.072,0.103,1.83012958302846e-07
"ZNF644",5.44653607174731e-12,-0.355865529355404,0.09,0.125,1.83515586401454e-07
"LINC01250",5.47977399180063e-12,-1.00867992975133,0.021,0.041,1.84635504879731e-07
"SLC35B1",5.48198595572493e-12,-0.439535689545568,0.074,0.105,1.84710034792196e-07
"NRSN1",5.53127237601982e-12,-0.210137332948979,0.128,0.17,1.86370691437612e-07
"LRRK2",5.56160519644127e-12,-0.366621124050417,0.086,0.12,1.87392725488892e-07
"SUSD4",5.58557330260568e-12,-0.409456098207444,0.062,0.091,1.88200306857996e-07
"TRIM11",5.63113388139408e-12,-0.406039264760067,0.079,0.112,1.89735424999692e-07
"CLIP2",5.6405766061079e-12,0.545339147778607,0.156,0.122,1.900535881662e-07
"BTG1",5.79968858038174e-12,0.538264612161536,0.134,0.101,1.95414707027382e-07
"TPBG",5.80387493922334e-12,-0.678511711930047,0.04,0.065,1.95555762202191e-07
"GABBR2",5.86351877759609e-12,-0.136464867171372,0.417,0.478,1.97565401692323e-07
"ZNF184",5.86875037615282e-12,-0.596403395141418,0.045,0.07,1.97741675174093e-07
"PGGT1B",5.91737854757685e-12,-0.747717578915059,0.034,0.057,1.99380152782054e-07
"ZNF596",5.95591516870866e-12,-1.29513185973519,0.007,0.02,2.0067860569447e-07
"NAT8L",5.96175109092551e-12,-0.156214962397859,0.307,0.366,2.00875241257644e-07
"RPL21",5.99602053583724e-12,-0.239949643059503,0.229,0.277,2.020299159345e-07
"EFHC1",5.99838711566356e-12,-0.72616471198567,0.034,0.057,2.02109655475168e-07
"RP11-689P11.2",5.99878615460139e-12,-1.03050480899066,0.01,0.025,2.02123100693139e-07
"FAM160B2",6.02735127829571e-12,-0.346965940240023,0.084,0.117,2.03085573970896e-07
"LRRC58",6.04241838398153e-12,-0.298606914857383,0.115,0.153,2.03593245029874e-07
"SIRT5",6.04333258761404e-12,-0.523214620829079,0.048,0.074,2.03624048207067e-07
"SYMPK",6.06892261885421e-12,-0.22675902897287,0.14,0.182,2.04486278719674e-07
"ITPR1",6.12303072945476e-12,-0.172852503832654,0.264,0.317,2.06309397398249e-07
"SCN7A",6.16090778568644e-12,1.28314412163624,0.021,0.009,2.07585626930919e-07
"APOD",6.21645574401728e-12,0.762500172312539,0.043,0.024,2.09457259838918e-07
"ST8SIA3",6.24663417498615e-12,-0.166498522232968,0.289,0.345,2.10474091891983e-07
"PEAK1",6.28516043224081e-12,-0.334039867392661,0.112,0.149,2.11772195603922e-07
"C3orf80",6.29254380045309e-12,-0.745579607477751,0.034,0.057,2.12020970812466e-07
"MKLN1",6.35691032923781e-12,-0.248293554639775,0.173,0.219,2.14189736633339e-07
"ANKRD52",6.38628916938228e-12,-0.271208125886486,0.053,0.081,2.15179627273167e-07
"SFRP1",6.52662671221362e-12,1.45470760414159,0.02,0.008,2.19908160441326e-07
"FAM124A",6.55442074397187e-12,-0.639139686414111,0.028,0.049,2.20844652547388e-07
"CDC42BPB",6.61549474011484e-12,-0.273261205528882,0.144,0.185,2.22902479773429e-07
"NDUFS1",6.72838960215092e-12,-0.221388456364705,0.171,0.217,2.26706359254873e-07
"DDX42",6.82592576916659e-12,-0.230494749607132,0.119,0.158,2.29992742866299e-07
"RPS24",6.8814265068255e-12,-0.263760980278447,0.244,0.293,2.31862784720978e-07
"MDN1",7.10666342944826e-12,-0.286250156754224,0.123,0.162,2.3945191759183e-07
"TOPORS",7.27120168152977e-12,-0.335713282165594,0.074,0.106,2.44995869457464e-07
"EIF3E",7.27941688116657e-12,-0.545289078304899,0.06,0.089,2.45272672394026e-07
"SVOP",7.29232729565015e-12,-0.296328984334934,0.102,0.138,2.45707675899636e-07
"PAXBP1",7.46681223166437e-12,-0.446043682506088,0.075,0.106,2.51586771333699e-07
"SYNJ2BP",7.47423024569072e-12,-0.315157550448895,0.086,0.119,2.51836713898303e-07
"NDUFA4",7.53346129803987e-12,0.418770712091844,0.297,0.258,2.53832444976155e-07
"TASP1",7.67500251279999e-12,-1.04260799967209,0.013,0.029,2.58601534666283e-07
"ZNF460",7.98791137242672e-12,-1.06397454411032,0.012,0.027,2.69144685782546e-07
"MOGS",7.99963199124532e-12,-0.63139755037011,0.037,0.061,2.6953960031302e-07
"ZNF419",8.00474241569416e-12,-0.924409067063701,0.023,0.042,2.69711790954399e-07
"SDCCAG8",8.02356321551028e-12,-0.347317099293103,0.088,0.122,2.70345938983403e-07
"RNPC3",8.1350416199336e-12,-0.201104685386694,0.451,0.506,2.74102092342043e-07
"C1orf115",8.16691235457906e-12,0.449442194663592,0.262,0.224,2.75175944875187e-07
"NPTN",8.17350943978033e-12,0.28652460907335,0.428,0.388,2.75398227063958e-07
"SEMA4B",8.28484667200114e-12,-0.503154868109524,0.052,0.079,2.79149623766406e-07
"ABHD5",8.31957090343358e-12,-0.920460166127376,0.025,0.045,2.80319622020291e-07
"RP11-676J15.1",8.32705218421565e-12,-0.934222372307345,0.031,0.053,2.80571696294962e-07
"SLC38A10",8.33425536648568e-12,-0.566578111249548,0.053,0.08,2.80814400318369e-07
"CCBE1",8.48108865094415e-12,-0.773297001868173,0.025,0.045,2.85761801004912e-07
"C6orf89",8.65160625858596e-12,-0.244811824582926,0.115,0.153,2.91507221276795e-07
"SSBP4",8.73199713233142e-12,-0.241024284119364,0.146,0.188,2.94215911376775e-07
"USP40",9.05938933314117e-12,-0.538525865552246,0.039,0.063,3.05247064190859e-07
"C22orf29",9.07705933327873e-12,-0.326034411070903,0.059,0.088,3.05842437175493e-07
"AIFM2",9.45779039123826e-12,-0.571881104035737,0.036,0.059,3.18670789442382e-07
"USP24",9.52535192008314e-12,-0.296657471452066,0.062,0.092,3.20947207595281e-07
"ZNF704",9.59535206779303e-12,-0.216893790300445,0.087,0.122,3.23305792572218e-07
"RPS14",9.79384636876221e-12,-0.235870302064981,0.312,0.361,3.29993859549074e-07
"MAFK",9.86777323115823e-12,-0.449153540737545,0.055,0.083,3.32484751250645e-07
"MICAL1",1.00021487682985e-11,-0.289395545143054,0.098,0.134,3.3701240059905e-07
"DYRK1A",1.01745439267158e-11,-0.324225216417919,0.097,0.132,3.42821083066761e-07
"SNAI3-AS1",1.01789121526651e-11,-0.72426201605445,0.024,0.044,3.42968266071897e-07
"PUS7L",1.02418706934027e-11,-0.213509354861486,0.257,0.308,3.45089591143509e-07
"ACSF3",1.04196092427429e-11,-0.510900513666551,0.046,0.072,3.51078313824981e-07
"MLXIPL",1.05469765863996e-11,-0.209290693345774,0.213,0.261,3.55369829102148e-07
"ARHGEF7",1.06120694458656e-11,-0.160913213583002,0.283,0.34,3.57563067908995e-07
"AVL9",1.06177923403687e-11,-0.232366476202704,0.118,0.157,3.57755895116384e-07
"BTBD11",1.07813226956844e-11,0.874091682793831,0.045,0.026,3.6326588690839e-07
"RAPGEF4",1.09196090618455e-11,-0.297263567973019,0.121,0.159,3.67925307729822e-07
"UBQLN4",1.09671938456335e-11,0.76781514001605,0.1,0.072,3.69528629434774e-07
"RP11-197K6.1",1.09727088846742e-11,-1.17148768409156,0.016,0.033,3.69714453160213e-07
"MRPL32",1.09831651428269e-11,-0.513393516312434,0.067,0.096,3.70066766322411e-07
"EXOSC10",1.11914098979721e-11,-0.283643788641729,0.102,0.139,3.77083365102273e-07
"SPAG8",1.12750995172396e-11,-0.901667149123951,0.018,0.036,3.79903203133871e-07
"SYT11",1.12820625890674e-11,-0.174730071907418,0.333,0.39,3.80137816876036e-07
"ZNF169",1.13571571953047e-11,-0.647000133461016,0.026,0.047,3.82668054538596e-07
"LARP1",1.15505306100786e-11,-0.143825453241152,0.273,0.331,3.8918357837599e-07
"HRH1",1.18824806210699e-11,-0.888443149120861,0.017,0.034,4.0036830204633e-07
"DCLK2",1.21274314316911e-11,-0.306747148644983,0.114,0.152,4.08621674659401e-07
"RP4-548D19.3",1.21276241569761e-11,-0.662097463927146,0.037,0.06,4.08628168345153e-07
"SAMD10",1.21615679279954e-11,-0.700213899496391,0.022,0.041,4.09771869765877e-07
"FGF22",1.27182351105129e-11,-0.687740497185151,0.033,0.055,4.28528213813621e-07
"TTC21A",1.27476139836843e-11,-0.363211249134858,0.043,0.068,4.29518105566257e-07
"HNRNPH1",1.35171834400966e-11,-0.270501256813815,0.186,0.231,4.55447978830616e-07
"DSCAM",1.38007241487726e-11,-0.381901156276017,0.067,0.097,4.65001599468745e-07
"MAS1",1.38591019458093e-11,-0.905753019608851,0.014,0.03,4.66968580962099e-07
