"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"PCSK1N",0,1.44846075971532,0.754,0.394,0
"MEG3",0,-1.14881201580546,0.989,0.986,0
"MIAT",7.3368039531353e-267,-1.05821077420292,0.842,0.917,2.47206272396941e-262
"ACTB",5.9710622512468e-202,0.765566075230928,0.889,0.695,2.0118897149351e-197
"BCYRN1",2.73522586332927e-181,-1.17034029874141,0.633,0.797,9.21607002390163e-177
"ALDOA",4.43850405773041e-159,1.05758174354108,0.682,0.439,1.49550955721168e-154
"CLU",4.44979689243879e-152,0.795362580863786,0.829,0.658,1.49931456493833e-147
"GAPDH",4.24239440430488e-145,0.764973196716737,0.789,0.579,1.42943237058649e-140
"CALM2",4.39937326419957e-140,0.564918298353444,0.913,0.769,1.4823248276394e-135
"C4orf48",6.30941317315013e-137,1.40617999815668,0.349,0.121,2.1258936745612e-132
"ATP5D",2.69442824754747e-131,1.32441688934291,0.417,0.182,9.07860653728645e-127
"MT-ND4",1.06173754198858e-130,0.597235164511103,0.971,0.897,3.57741847397632e-126
"SNCB",5.95013065684837e-130,0.747351042252364,0.751,0.514,2.00483702351849e-125
"H1FX",1.04235229714666e-128,1.4320329382954,0.356,0.133,3.51210183000594e-124
"LY6H",8.34929004568963e-125,0.91115998816908,0.686,0.457,2.81320978799466e-120
"CFL1",6.11425026187267e-123,0.876552435069659,0.641,0.412,2.06013548323538e-118
"IDS",4.65977420361122e-120,0.537145902846759,0.905,0.782,1.57006432016477e-115
"NRGN",1.57223456449338e-113,0.515523746878356,0.924,0.833,5.297487141604e-109
"WSB1",1.74150934684783e-113,-0.971444003033609,0.466,0.648,5.86784159326909e-109
"YWHAH",2.22040414191279e-112,0.710194703151111,0.76,0.576,7.48142971576095e-108
"FAIM2",1.10716438906274e-108,0.577848398321836,0.841,0.655,3.730479692508e-104
"PHYHIP",2.04868946520947e-107,0.603598763210366,0.832,0.654,6.9028542840768e-103
"PRNP",3.44133068927031e-105,0.563564467780117,0.837,0.648,1.15952196244274e-100
"PPIA",7.04760111301033e-105,0.705549115409912,0.687,0.46,2.3746187190177e-100
"YWHAG",2.04599822609749e-104,0.654813137105569,0.751,0.555,6.8937864230129e-100
"FKBP8",2.23461272212943e-102,0.79271355509593,0.622,0.409,7.52930410594289e-98
"RP3-525N10.2",9.82408272761685e-102,-1.44120656130613,0.224,0.418,3.31012643424322e-97
"TRIM9",1.60491236918685e-99,-0.901696394640372,0.478,0.643,5.40759173673819e-95
"MIF",2.06909259134576e-97,1.30461759815327,0.326,0.139,6.97160057728041e-93
"CCPG1",1.59036760021871e-95,-1.17509562629458,0.42,0.591,5.35858459217691e-91
"SYN1",4.19280574857184e-95,0.779077345666414,0.627,0.409,1.41272396892379e-90
"JUND",2.59725110694601e-92,0.775413995113988,0.583,0.356,8.75117787974388e-88
"GOLGA8B",7.96069351244671e-92,-0.986290148234877,0.382,0.561,2.6822760720838e-87
"RPL31",9.78338848626251e-92,-1.05925854451273,0.435,0.582,3.29641491656129e-87
"HSP90AB1",1.03962368301982e-87,0.511180148663162,0.845,0.694,3.50290803756697e-83
"RPL34",1.12312591884054e-86,-0.915721820825367,0.507,0.643,3.78426047094133e-82
"NCDN",3.46811727501933e-86,0.716356113066884,0.624,0.415,1.16854743464501e-81
"NKTR",5.02501699719682e-83,-0.942459607179903,0.496,0.643,1.6931292270355e-78
"ESF1",4.3205138762017e-82,-0.968755010927843,0.402,0.569,1.4557539454474e-77
"CHCHD10",9.06196924193956e-82,0.976558308737926,0.395,0.209,3.05333991637912e-77
"UBB",2.4145948715365e-81,0.931836988697128,0.446,0.26,8.13573596015508e-77
"RP11-161M6.2",2.54857068064328e-81,-0.875443510826937,0.48,0.631,8.58715405135946e-77
"ARL2",4.17033432512789e-81,1.18796085768091,0.298,0.133,1.40515244750859e-76
"GOLGA8A",7.27518385330977e-81,-1.08719675441517,0.307,0.478,2.45130044753419e-76
"MT-CYB",2.92990409804256e-80,0.477281265343299,0.954,0.852,9.8720188679446e-76
"VAMP2",3.28347048390702e-80,0.459154185095767,0.854,0.709,1.10633254484763e-75
"TUBB",1.37133946362302e-79,0.771277422797381,0.517,0.324,4.6205911887314e-75
"CLTB",6.80376708498152e-79,1.02181985779678,0.377,0.196,2.29246128161367e-74
"TSPYL1",3.56796070231934e-77,0.579522803544041,0.69,0.494,1.20218867903948e-72
"CHN1",3.29980296366977e-76,0.349009738773392,0.952,0.904,1.11183561057889e-71
"SYN2",9.37008089188609e-74,0.658344125563403,0.648,0.465,3.1571550557121e-69
"POLR2J3",5.85494289909002e-71,-0.965957237941778,0.46,0.573,1.97276446041939e-66
"LINC00599",6.14268671280164e-71,-0.678942191620004,0.587,0.697,2.06971686101138e-66
"HSPB1",6.36686503033855e-70,1.13132620894634,0.258,0.111,2.14525150332227e-65
"ELK1",1.79243595334649e-68,1.34398588722165,0.24,0.102,6.03943370120566e-64
"CABP1",1.37465920017582e-67,-0.533293882271652,0.754,0.824,4.63177670907242e-63
"PGAM1",3.42024088830145e-67,0.728391775011926,0.487,0.306,1.15241596490429e-62
"PCDH9",6.9085912692348e-67,-0.464690428504608,0.875,0.895,2.32778074225597e-62
"PEA15",1.49330756412885e-66,0.65849159659619,0.594,0.422,5.03155050657575e-62
"NTM",4.75326913890484e-66,-0.7887351208337,0.52,0.643,1.6015665036626e-61
"PTMS",9.85616769627487e-66,0.842809525165398,0.4,0.229,3.32093714358285e-61
"KCNQ1OT1",1.07951164267769e-65,-1.2393818493266,0.313,0.458,3.6373065288382e-61
"PSAP",1.29129574569473e-65,0.477105999839687,0.753,0.595,4.35089188554381e-61
"FXYD6",3.85506630788339e-65,0.536340005852268,0.719,0.556,1.29892604177823e-60
"CALM3",3.38721513136463e-64,0.468105374424557,0.802,0.656,1.141288266362e-59
"MT-CO3",6.57845090717437e-62,0.34704859006484,0.983,0.944,2.21654324866333e-57
"GNAS",7.2225532710956e-62,0.51894906671533,0.757,0.614,2.43356709916295e-57
"CAMK2N1",5.9211015954701e-61,0.44470541091487,0.802,0.658,1.9950559715777e-56
"MT-ND5",1.39419511578591e-60,0.568036913670092,0.642,0.473,4.69760102312904e-56
"BSG",1.98357986757624e-60,0.639989578665164,0.554,0.385,6.6834740058114e-56
"CKB",2.32268225776304e-60,0.51370910908159,0.746,0.622,7.82604559930678e-56
"STMN1",2.98833927135873e-60,0.514490187939363,0.733,0.595,1.00689103409161e-55
"PEBP1",8.16047248772107e-60,0.446944382593204,0.763,0.62,2.74958960001274e-55
"TTC14",9.82367432333891e-60,-0.659098867663555,0.546,0.664,3.30998882650581e-55
"APLP1",5.61264220174762e-59,0.521103724600194,0.634,0.459,1.89112366345684e-54
"FBXW7",1.43336649009499e-58,-0.533996033658528,0.703,0.777,4.82958505172607e-54
"ZNF292",1.72557487134432e-58,-0.827065257754904,0.369,0.511,5.81415197150757e-54
"MT-ND3",4.2916642739218e-58,0.316139496243176,0.908,0.797,1.44603336045521e-53
"CCDC88A",1.61932762531421e-57,-1.04062981666056,0.486,0.599,5.45616250073369e-53
"SNCA",2.1086854488721e-57,0.598035482223428,0.588,0.418,7.10500475142966e-53
"CCDC85B",6.54924295829865e-57,0.681404461907726,0.453,0.283,2.20670192236915e-52
"PEG10",6.60443874221297e-57,0.999690157983597,0.294,0.153,2.22529958980124e-52
"PNISR",9.78305198329144e-57,-0.51995557095966,0.864,0.879,3.29630153525022e-52
"PRKAR1B",1.82933103051337e-56,0.530410621198313,0.663,0.493,6.16374797421176e-52
"PABPN1",1.01286821421048e-55,-0.744488239078365,0.446,0.571,3.4127581609608e-51
"AP2S1",1.04603549474426e-55,0.839256492413147,0.334,0.188,3.5245119959913e-51
"PPP2R1A",1.38394011687861e-55,0.648795573937116,0.519,0.351,4.66304782981079e-51
"RTN3",2.1185749493429e-55,0.351205548616381,0.846,0.73,7.13832643431598e-51
"MALAT1",2.72490573934365e-55,0.222155925879044,0.999,0.999,9.1812973981445e-51
"NPTN",1.42847528709779e-54,0.55261373473084,0.597,0.424,4.81310463234728e-50
"PTMA",6.82719826124034e-54,0.5614487751105,0.624,0.464,2.30035618214232e-49
"CDIP1",1.74735591646566e-53,0.690092387909492,0.468,0.307,5.8875410249394e-49
"PART1",9.97963121341054e-53,-1.18532550608783,0.165,0.297,3.36253694104655e-48
"PKM",1.18359095835178e-52,0.492837573254028,0.676,0.526,3.98799137507047e-48
"TARBP1",4.02942599817652e-52,-1.0572513281026,0.246,0.381,1.3576747958256e-47
"THY1",1.09809707216008e-51,0.408297371499261,0.794,0.676,3.69992827493616e-47
"TMEM160",2.15486664521273e-51,0.670991202998267,0.378,0.217,7.26060767437977e-47
"KMT2A",4.49236304876129e-51,-0.676705906561585,0.514,0.617,1.51365680564963e-46
"SNHG23",6.32698419466164e-51,-1.04382632160425,0.219,0.352,2.13181405454929e-46
"PNMA2",9.09276729446516e-51,0.524103423998633,0.593,0.436,3.06371701219709e-46
"DENND3",2.34495725941512e-50,-1.12229157537548,0.172,0.303,7.90109898987329e-46
"C9orf16",2.48345999753834e-50,0.716220997897998,0.379,0.231,8.36777011570567e-46
"KLC1",3.37296249802693e-50,0.465610142832808,0.7,0.544,1.13648598408519e-45
"CEBPB",3.81422956721308e-50,0.989391424096156,0.192,0.082,1.28516651037677e-45
"HPCA",4.43855552544787e-50,0.778708566351634,0.375,0.229,1.4955268987444e-45
"PSIP1",4.69384058379693e-50,0.59519678155569,0.462,0.3,1.58154264630454e-45
"CLSTN1",5.72711868643179e-50,0.399073078351021,0.737,0.574,1.92969537020633e-45
"RPL26",1.1354145375871e-49,-1.0878975479484,0.19,0.322,3.82566574294599e-45
"MT-ATP6",2.48157667425061e-49,0.200552413764536,0.925,0.805,8.36142444622002e-45
"RPS25",7.06012297799529e-49,-0.881671916329949,0.358,0.473,2.37883783620573e-44
"UBC",9.95490335580551e-49,0.560951013415823,0.541,0.386,3.35420513670511e-44
"PREPL",2.39383498793127e-48,0.391939536988626,0.762,0.622,8.06578760833564e-44
"RPL32",3.35246581665777e-48,-0.783705784184418,0.401,0.52,1.12957983226467e-43
"RBFOX2",1.61203972712004e-47,-0.724649486788566,0.376,0.506,5.43160665655827e-43
"NAP1L3",3.94201012467306e-47,0.7278918626254,0.382,0.236,1.32822089140734e-42
"TMSB10",5.70951141225886e-47,0.350140261958593,0.842,0.7,1.9237627752465e-42
"BASP1",6.1523557463087e-47,0.396373453797905,0.778,0.656,2.07297474516125e-42
"SNAP25",7.25407272445588e-47,0.263363605740109,0.921,0.852,2.44418726377816e-42
"LINC00632",9.06185246042578e-47,-0.721380176411343,0.52,0.602,3.05330056801586e-42
"DPYSL2",1.47536444872817e-46,0.447394540869607,0.67,0.52,4.97109297354471e-42
"RAB6B",3.2909361875347e-46,0.546764090980795,0.589,0.441,1.10884803902794e-41
"RTN1",7.99485592200896e-46,0.357931196534568,0.761,0.631,2.6937867543617e-41
"NPTX2",8.22130720378614e-46,-2.55005345646572,0.018,0.093,2.7700872492437e-41
"ACTG1",2.15822616047872e-45,0.5332931170357,0.576,0.433,7.271927225117e-41
"RPS18",2.58733863274965e-45,-0.953456247910855,0.305,0.422,8.71777878918667e-41
"RHBDD2",2.98196308024637e-45,0.515022682148521,0.552,0.4,1.00474264025821e-40
"PRDX2",5.36583312990665e-45,0.737645059608629,0.375,0.238,1.80796381479075e-40
"TERF2IP",6.85684907172764e-45,0.575518184847954,0.487,0.335,2.31034672622791e-40
"ANKS1B",9.45605141214109e-45,-0.564265670611715,0.559,0.647,3.18612196280682e-40
"STMN4",1.01559298595899e-44,0.651888804020227,0.442,0.297,3.42193900689021e-40
"CES4A",1.31815638133284e-44,-0.811631642447481,0.336,0.454,4.44139611126288e-40
"C1orf132",1.48537740278585e-44,-1.04925782492361,0.178,0.302,5.00483062094666e-40
"MAPRE3",1.68066781996253e-44,0.648976434078961,0.399,0.257,5.66284215258176e-40
"NSF",3.10010193856628e-44,0.507084531734503,0.562,0.412,1.04454834718052e-39
"SON",3.63086163075587e-44,-0.561812435071342,0.575,0.65,1.22338251786688e-39
"ARF5",1.00129870329131e-43,1.12442145524401,0.18,0.081,3.37377585086972e-39
"NTRK3",3.26348596425956e-43,-0.618686949754086,0.497,0.595,1.09959896079762e-38
"MT-ND4L",3.8114449786231e-43,0.600463897348347,0.406,0.26,1.28422827109727e-38
"LY6E",4.82478333580533e-43,0.636391973894863,0.394,0.254,1.62566249716625e-38
"ATP1A3",3.04761842078953e-42,0.559930194049976,0.446,0.301,1.02686455070082e-37
"CORO6",4.67375066406958e-42,-0.813959082295777,0.313,0.432,1.5747735487516e-37
"MAPK1",5.8849724576114e-42,0.516273622880485,0.601,0.459,1.98288261986759e-37
"CTSD",1.06398448913245e-41,0.668499877042859,0.378,0.242,3.58498933768288e-37
"HSPA1A",1.27561169981454e-41,1.21414036684703,0.17,0.077,4.2980460613551e-37
"PEG3",1.28509991540283e-41,0.472892590745244,0.631,0.487,4.33001565495828e-37
"GADD45GIP1",4.07273163158975e-41,0.822948949721325,0.215,0.107,1.37226619594785e-36
"RBM25",5.54491613248772e-41,-0.558887544018665,0.578,0.658,1.86830404168041e-36
"ATP6V1F",5.69651953247442e-41,0.619187783944323,0.394,0.258,1.91938529127193e-36
"PNMAL2",6.12381235330943e-41,0.673964162624833,0.37,0.238,2.06335733432408e-36
"SORL1",1.24419523208058e-40,-0.600652882812215,0.471,0.572,4.1921914149723e-36
"MAP4",1.64045626731973e-40,0.679947872608235,0.354,0.223,5.5273533471071e-36
"SH3BGRL3",4.08613922442372e-40,0.901487780785809,0.243,0.133,1.37678375027733e-35
"EIF4A2",1.39000285211887e-39,0.328372009391698,0.77,0.638,4.68347560992932e-35
"C1orf115",4.08099025039616e-39,0.613883427578477,0.377,0.245,1.37504885496848e-34
"RPL9",4.32986258442507e-39,-0.925852881504421,0.243,0.359,1.45890389919618e-34
"MESP1",5.47251457508445e-39,1.27296679888768,0.115,0.041,1.84390906092895e-34
"ARGLU1",1.70262650756715e-38,-0.578083245752541,0.623,0.666,5.73682975459674e-34
"RIMS2",2.85103391485517e-38,-0.521094324407286,0.566,0.655,9.606273672713e-34
"YPEL3",4.92113834031471e-38,0.448866909159801,0.565,0.414,1.65812835238564e-33
"NRBP2",5.31832046623657e-38,-1.08052381130347,0.14,0.247,1.79195489789375e-33
"YWHAE",6.47699888640475e-38,0.525415219426486,0.505,0.368,2.18236000478522e-33
"RPS12",1.04499238948502e-37,-1.49227539104481,0.06,0.146,3.52099735713083e-33
"SERINC1",1.74943747410279e-37,0.440834786898342,0.562,0.421,5.89455462524194e-33
"PKD1",1.84804077920183e-37,-0.408941647522059,0.722,0.779,6.22678860144265e-33
"MT-CO1",2.01447218985644e-37,0.329896552420113,0.982,0.953,6.7875625965023e-33
"C1QTNF4",2.57389091146041e-37,1.02101475463295,0.162,0.073,8.67246803707471e-33
"SNU13",2.7570145728603e-37,0.65790054281329,0.338,0.214,9.28948490179549e-33
"GRIA2",3.3458596146568e-37,-0.305264310441119,0.898,0.913,1.12735393856246e-32
"RABAC1",4.23945997560923e-37,0.668837810944297,0.323,0.203,1.42844364418178e-32
"AC016831.7",5.76115361828854e-37,1.53403156358722,0.095,0.031,1.94116310014614e-32
"ATP6AP1",8.88116822340014e-37,0.58545610423052,0.372,0.244,2.99242082119244e-32
"TEF",1.21261695774039e-36,0.896857142881123,0.226,0.123,4.08579157741048e-32
"MTPN",1.77663657678893e-36,0.559812782307473,0.417,0.284,5.98619928183261e-32
"SERF2",1.82103826507696e-36,0.508218327030607,0.45,0.318,6.13580633035032e-32
"MAPK3",1.85472319703703e-36,0.678574673630333,0.307,0.188,6.24930434009656e-32
"RPL7",2.05874949975395e-36,-0.886520552446654,0.245,0.353,6.93675056447096e-32
"SUGP2",3.0911866060254e-36,-0.577527104207778,0.504,0.588,1.0415444150342e-31
"WDR82",3.20408047106295e-36,0.643991557427184,0.364,0.239,1.07958287391995e-31
"CHGA",3.4926819366038e-36,0.582915767163825,0.426,0.294,1.17682425171928e-31
"YWHAB",4.29623251830147e-36,0.4233821647825,0.693,0.576,1.4475725847165e-31
"TCEB2",5.39190264044895e-36,0.568283815316635,0.467,0.342,1.81674767567287e-31
"CELF5",5.99840091604658e-36,-0.555658267619973,0.496,0.587,2.02110120465273e-31
"CADM3",6.70618854584289e-36,0.533538360150946,0.471,0.336,2.2595831686363e-31
"DNM1",1.2823390066787e-35,0.325996773470322,0.799,0.691,4.32071304910321e-31
"NDUFA4",1.67464982028445e-35,0.666505304521237,0.426,0.309,5.64256510446642e-31
"TRIM33",1.72731226646922e-35,-0.682365282042617,0.322,0.432,5.82000595064139e-31
"MT-ND1",2.11295970937636e-35,0.232943875333333,0.908,0.809,7.11940644477269e-31
"DYNLL1",2.70581875628062e-35,0.401505565981442,0.684,0.559,9.11698571741191e-31
"ARPP19",3.12878211448772e-35,0.349948801484857,0.705,0.575,1.05421184565549e-30
"ABHD14A",1.80721911803611e-34,0.715824587860613,0.227,0.126,6.08924409631086e-30
"COX6A1",2.05701134801781e-34,0.618826577614536,0.383,0.262,6.93089403601119e-30
"DMTN",2.06765872003685e-34,0.504338981876846,0.492,0.358,6.96676929129215e-30
"PCSK7",4.94683054949832e-34,-0.786237844312873,0.303,0.404,1.66678508534796e-29
"PRKACB",8.24158319961715e-34,0.398680300582822,0.622,0.487,2.776919043279e-29
"MT-ND2",9.51070084569104e-34,0.27672572989952,0.896,0.799,3.20453554294714e-29
"TPI1",1.14470931945378e-33,0.450872100417934,0.491,0.361,3.85698358096756e-29
"ARHGAP26",1.28716011926211e-33,-0.786441829717496,0.275,0.38,4.33695730584175e-29
"RPL14",2.86245325815099e-33,-0.782750819603445,0.286,0.389,9.64475000801393e-29
"RPL36A",3.90018646022257e-33,-1.1302044928724,0.155,0.253,1.31412882590739e-28
"N4BP2L2",4.25419795976491e-33,-0.394525233183016,0.725,0.767,1.43340946056319e-28
"UBQLN2",5.4575862060391e-33,0.769905612880927,0.266,0.161,1.83887909626281e-28
"FKBP1A",6.57188631701227e-33,0.507492353901894,0.463,0.334,2.21433137565411e-28
"PLD3",8.03306589798924e-33,0.411781863238617,0.591,0.463,2.70666122366849e-28
"TMEM59L",8.54080361950874e-33,0.298415482647735,0.735,0.614,2.87773837155727e-28
"GRIN2A",1.27387889262525e-32,-0.525743246447984,0.504,0.584,4.29220754081152e-28
"SAT2",1.65964842006601e-32,-0.718225750810267,0.332,0.432,5.59201938657041e-28
"PPDPF",1.95537375154278e-32,0.507940024972873,0.362,0.241,6.58843631844824e-28
"TUBB4A",2.09775589713512e-32,0.386379020577829,0.47,0.338,7.06817871980707e-28
"FTL",2.2730537238565e-32,0.388411936445733,0.626,0.504,7.65882721716208e-28
"STRBP",2.65626599481163e-32,-0.739584117685006,0.299,0.401,8.95002264291829e-28
"TMEM130",4.04592097955564e-32,0.4886531331439,0.524,0.399,1.36323261485148e-27
"TBCB",4.14005306707137e-32,0.630031385936355,0.322,0.208,1.39494948041903e-27
"MAP2K1",4.23653663003532e-32,0.544931775583712,0.358,0.239,1.4274586521241e-27
"DNAJB1",4.58379231375987e-32,0.799095781885283,0.195,0.105,1.54446298219825e-27
"IGSF10",4.7465088192238e-32,0.829995800196566,0.229,0.133,1.59928868154927e-27
"CALM1",5.44619143199709e-32,0.203375406121881,0.941,0.903,1.8350397410971e-27
"RPS8",6.85499092794818e-32,-0.7001861237197,0.294,0.399,2.30972064326286e-27
"CACNG8",8.87288890297814e-32,-0.610874631964019,0.475,0.554,2.98963118696945e-27
"NDUFA3",1.0893836373265e-31,0.510585400248553,0.384,0.261,3.67056922760791e-27
"LAGE3",2.15913522674011e-31,0.800200088889054,0.19,0.101,7.27499023297812e-27
"CADPS",2.2758094374603e-31,-0.490798992592951,0.534,0.608,7.66811231857873e-27
"ARL6IP1",4.21729776426126e-31,0.330509648649406,0.681,0.549,1.42097630869019e-26
"BAD",4.61669924338253e-31,0.771880388706629,0.23,0.134,1.55555064306531e-26
"SPOCK1",4.86081001177072e-31,0.473197833034414,0.503,0.378,1.63780132536603e-26
"ZMAT1",6.82873818931291e-31,-1.15639142036566,0.121,0.211,2.30087504550709e-26
"RP11-138A9.1",7.63970128288957e-31,-1.09978784945108,0.137,0.229,2.57412095025681e-26
"HSPA1B",8.88629490398167e-31,1.2896276667425,0.101,0.039,2.99414820494758e-26
"UCHL1",1.1651178050302e-30,0.288859864381894,0.803,0.714,3.92574793226875e-26
"ITM2B",1.17186520855743e-30,0.419852993360518,0.513,0.381,3.94848263371341e-26
"ZC3H13",1.38485716786252e-30,-0.873319963410383,0.288,0.387,4.66613774139598e-26
"PJA2",1.44452846140991e-30,0.359603473493352,0.631,0.505,4.86719419787456e-26
"PXDN",1.47919940661898e-30,-1.44057523520816,0.067,0.144,4.98401448066198e-26
"RSRP1",3.52145758316724e-30,-0.642866255086195,0.371,0.461,1.18651991807237e-25
"MORF4L1",3.59218579535588e-30,0.421453911757401,0.517,0.39,1.21035108188721e-25
"SUMO3",3.65453023635887e-30,0.632669959206793,0.286,0.181,1.23135741783876e-25
"SH3GL2",4.72436706218013e-30,0.544176803011486,0.385,0.269,1.59182823793097e-25
"HNRNPC",5.75153919849641e-30,0.608240680759683,0.314,0.204,1.93792361754138e-25
"COX6B1",7.58903816261992e-30,0.543796563164664,0.406,0.292,2.55705051851316e-25
"PCBP1",7.63500182522439e-30,0.60161733302693,0.305,0.196,2.57253751499111e-25
"RPS6",9.32678318116977e-30,-0.817942083426763,0.203,0.301,3.14256632506334e-25
"ARHGDIG",1.3858392180439e-29,0.584161760061019,0.336,0.226,4.66944666127711e-25
"CTXN1",1.40561106294536e-29,0.517329082078599,0.387,0.267,4.73606591548809e-25
"UQCRB",1.57492040308962e-29,-0.619565728949442,0.326,0.425,5.30653680617017e-25
"TUBA4A",1.7028575337198e-29,0.500488579084248,0.417,0.301,5.73760817411549e-25
"COL24A1",3.07802736857333e-29,-1.51298072728897,0.066,0.141,1.0371105415671e-24
"SYNPO",3.24706633623449e-29,0.549171418674682,0.375,0.258,1.09406653133085e-24
"FLOT1",3.67471044490335e-29,0.498162715438877,0.377,0.262,1.23815693730573e-24
"OAZ1",3.79763814110681e-29,0.356292044311244,0.618,0.492,1.27957619526453e-24
"SLC17A7",4.3169970996707e-29,0.257928207889143,0.844,0.747,1.45456900276305e-24
"CIT",6.14162121284074e-29,-0.54111655952269,0.425,0.513,2.06935785145456e-24
"NFASC",6.4435769276903e-29,-0.575240128390946,0.397,0.487,2.17109881001597e-24
"PRRT1",6.44521763609444e-29,0.506979526068941,0.318,0.207,2.17165163030566e-24
"GOLGA4",8.61420249358596e-29,-1.00523448764669,0.276,0.368,2.90246938818885e-24
"RPS6KA5",1.15117888950471e-28,0.495001731638131,0.422,0.307,3.87878215029716e-24
"TUBA1B",1.36348188091943e-28,0.21527164258566,0.872,0.792,4.59411584956994e-24
"ATP6V0D1",1.47708830149544e-28,0.588366381001893,0.298,0.194,4.97690132305872e-24
"RNF187",1.88582078482605e-28,0.559406917714587,0.336,0.228,6.35408455239289e-24
"RP11-544A12.8",2.30230903620943e-28,1.07249632187682,0.101,0.041,7.75740006660404e-24
"CTTN",2.7921728818606e-28,-0.707593146778632,0.307,0.399,9.40794730814111e-24
"TAGLN3",3.55488616617072e-28,0.38081449541193,0.538,0.414,1.19778334482956e-23
"SPARCL1",6.28488138733344e-28,0.301277160976059,0.763,0.691,2.11762793464813e-23
"TTC9B",6.32980760396637e-28,0.562518947295297,0.302,0.194,2.13276537408043e-23
"NPIPA1",7.43745753176197e-28,-0.761702882362739,0.318,0.406,2.50597694075188e-23
"RPL6",7.69719668184433e-28,-0.759299244630123,0.253,0.346,2.59349344998063e-23
"NEFL",8.35614984272391e-28,0.417536222858373,0.505,0.387,2.8155211280074e-23
"WBP2",1.00326183636466e-27,0.436124317960744,0.424,0.302,3.3803904314471e-23
"CKMT1B",1.03280616185638e-27,-0.746312493022974,0.26,0.356,3.47993708175888e-23
"ZFYVE28",1.10000997417028e-27,-0.929080738808663,0.149,0.239,3.70637360696935e-23
"TSPAN7",1.32291367995162e-27,0.327297825181108,0.625,0.509,4.45742535322898e-23
"HOMER1",1.3663718245655e-27,-0.709193726368419,0.293,0.385,4.60385322569099e-23
"MT-CO2",1.5584306345527e-27,0.150037383992693,0.97,0.924,5.25097618006186e-23
"BOD1L1",1.98659915463544e-27,-0.93658429014985,0.242,0.332,6.69364719162867e-23
"RPS20",2.02962508963603e-27,-0.785131579979678,0.211,0.305,6.83861877701962e-23
"SULT4A1",2.20515417229524e-27,0.352470797500658,0.503,0.374,7.43004646813157e-23
"COPRS",2.83702039201721e-27,0.639782033066107,0.231,0.138,9.55905650886279e-23
"VSNL1",2.91282680945204e-27,0.248767215206548,0.755,0.649,9.81447865176771e-23
"HSP90AA1",3.79613182158344e-27,0.307308448449804,0.734,0.655,1.27906865596432e-22
"CAPNS1",4.06290620179231e-27,0.567650286181539,0.311,0.209,1.3689556156319e-22
"GATAD1",4.44770608233998e-27,-1.08909107750047,0.11,0.192,1.49861008738363e-22
"RAB3A",5.28179636567632e-27,0.391562188304811,0.494,0.371,1.77964846745098e-22
"ABHD12",5.46418528527746e-27,0.600755123285486,0.231,0.138,1.84110259002139e-22
"DKK3",5.83552671810093e-27,0.329032013461815,0.564,0.438,1.96622237239693e-22
"RPS15A",7.26686185906184e-27,-1.01162338053154,0.131,0.215,2.4484964347923e-22
"PCM1",8.07561435552803e-27,-0.63244465501646,0.38,0.464,2.72099750095161e-22
"DYNLL2",8.13727487912322e-27,0.455145551940399,0.413,0.3,2.74177339777178e-22
"MTRNR2L1",8.45087479159763e-27,5.88616646785153,0.023,0,2.84743775228091e-22
"GPC1",1.02211099543989e-26,-0.572867016652867,0.384,0.477,3.44390078803516e-22
"STUB1",1.22986748898299e-26,0.490475400351685,0.315,0.208,4.14391551737929e-22
"H2AFV",1.25636638703911e-26,0.59317647962727,0.273,0.173,4.23320090448959e-22
"KCNH3",1.30456206599924e-26,-0.613824517909175,0.368,0.459,4.39559142517783e-22
"EFHD2",1.36559643767195e-26,0.463154922920965,0.39,0.274,4.60124063709187e-22
"UNC80",1.45865196357193e-26,-0.539972729606938,0.48,0.551,4.91478192605926e-22
"ZDHHC22",1.55449787721369e-26,0.60984198911278,0.252,0.159,5.23772514748382e-22
"ATP6V1B2",1.70887234438102e-26,0.363371806331667,0.553,0.428,5.7578744771574e-22
"ZYX",1.86564382726781e-26,-0.828848525791198,0.219,0.31,6.28610031159617e-22
"IFI6",2.19436357231461e-26,1.08283655184625,0.127,0.062,7.39368862055686e-22
"TSC22D3",4.30714284468732e-26,0.764528159410747,0.209,0.125,1.45124871008895e-21
"TSPYL4",4.70057466697489e-26,0.507339296748992,0.349,0.24,1.58381162829052e-21
"ATRX",4.75542565632469e-26,-0.518228088159028,0.546,0.611,1.60229312064204e-21
"LINC00685",7.37629393197806e-26,-0.879229126361657,0.197,0.287,2.48536847744069e-21
"SYT7",7.46032459909345e-26,-0.530309140973875,0.446,0.525,2.51368177041855e-21
"BEX1",7.79130070491659e-26,0.347504470942979,0.553,0.434,2.6252008595146e-21
"CACNA1A",8.29149844199265e-26,-0.69970055439322,0.359,0.436,2.793737485045e-21
"TUBB2A",8.59966557215075e-26,0.467248714455428,0.468,0.363,2.89757131788047e-21
"GNG3",9.27535442258863e-26,0.487318331648882,0.358,0.253,3.12523791914701e-21
"PSD3",9.96976230570339e-26,0.369410364661987,0.599,0.491,3.3592117112837e-21
"FBXO2",1.34343146587931e-25,0.580190191365358,0.243,0.152,4.52655798113375e-21
"SOD2",1.4636334957687e-25,0.521526950130272,0.318,0.216,4.93156670064306e-21
"DNAJB2",2.12268744398346e-25,0.371125544876676,0.491,0.37,7.15218307375787e-21
