gene,baseMean,log2FoldChange,lfcSE,pvalue,padj
RP6-201G10.2,1.91061179673475,-1.75020789046536e-06,0.00144269405800155,0.0988634408004383,0.99996562873245
OPHN1,19.4687872888567,-3.0303318354936e-06,0.0014426824868071,0.353217881940102,0.99996562873245
YIPF6,24.2352800036809,4.52983191689362e-08,0.00144267885591915,0.997334533557119,0.99996562873245
STARD8,0.0771252021845773,1.1930699380692e-07,0.00144269497614224,0.994276119930844,0.99996562873245
EFNB1,3.15493074367271,-1.3327715748805e-06,0.0014426926537954,0.366048720625764,0.99996562873245
PJA1,41.3064286377502,-5.50977825550574e-06,0.00144267870687643,0.236775668542395,0.99996562873245
LINC00269,0.389591011830109,-1.13719829626828e-07,0.00144269474225615,0.799908402987073,0.99996562873245
FAM155B,3.68798994567105,-1.51949400863399e-06,0.00144269306237276,0.25168438557146,0.99996562873245
EDA,1.3216221151053,-8.9605227897941e-07,0.00144269403717932,0.322264788375429,0.99996562873245
OTUD6A,0.174606984075236,-2.48889244384139e-07,0.00144269498793518,0.594370178354497,0.99996562873245
IGBP1,11.6192518902525,-1.18752129385431e-06,0.00144268714451447,0.621810357829742,0.99996562873245
IGBP1-AS1,0.180083094359142,2.9193842036031e-07,0.00144269496709907,0.842741241445397,0.99996562873245
PDZD11,7.75306588468203,-2.57248820882577e-06,0.0014426888587133,0.247722172884742,0.99996562873245
KIF4A,0.324399108799184,2.09924235023914e-07,0.0014426947901825,0.836736315275272,0.99996562873245
GDPD2,2.1664880226398,-6.72961693545926e-07,0.00144269358770769,0.512667270203587,0.99996562873245
DLG3,45.3897074526525,7.3375115264831e-07,0.00144267254571605,0.853705544832537,0.99996562873245
SLC7A3,1.77638916860171,-1.34582605023106e-06,0.00144269364619028,0.227607861468808,0.99996562873245
SNX12,13.1202930764255,1.26675097602821e-06,0.00144268644815032,0.602926829133644,0.99996562873245
FOXO4,8.4727705238839,-2.43218027819487e-06,0.00144269152829134,0.183223927882759,0.99996562873245
MED12,11.3526290919858,-1.79884188931425e-06,0.00144268610709257,0.491360266787102,0.99996562873245
NLGN3,21.1497633891973,-3.29375872386319e-06,0.00144268829864105,0.172103170270554,0.99996562873245
RP5-1091N2.9,0.210374063994337,4.00320675407669e-08,0.00144269489357768,0.840199785164485,0.99996562873245
GJB1,0.0771252021845773,1.1930699380692e-07,0.00144269497614224,0.994276119930844,0.99996562873245
ZMYM3,155.391563594215,-5.45823947612928e-06,0.0014426898982637,0.0452486661344807,0.99996562873245
NONO,64.0725259639053,-1.85848886568739e-06,0.00144268152977641,0.561233372982493,0.99996562873245
ITGB1BP2,0.412451730696364,-6.50670337598189e-07,0.00144269490931578,0.247847011164807,0.99996562873245
TAF1,27.7874421526943,2.57758678578986e-06,0.00144268077154436,0.416434192540746,0.99996562873245
OGT,96.5681803644633,5.05158060347578e-06,0.00144267313243485,0.301856777994518,0.99996562873245
ACRC,5.10224288287545,6.53710929922284e-07,0.00144269186440737,0.655159182282266,0.99996562873245
RP11-402P6.11,0.217839429851692,7.22660618544708e-08,0.00144269483753383,0.999240756348495,0.99996562873245
NHSL2,5.44628022504351,-3.18046460723283e-07,0.0014426907923419,0.896207357219203,0.99996562873245
RGAG4,15.743297481284,-3.08745926052796e-06,0.00144268664531917,0.249258147794103,0.99996562873245
PIN4,17.1600367895404,-2.3071461089832e-06,0.00144268726514513,0.447472468225175,0.99996562873245
ERCC6L,0.167403410529382,-2.46694739501314e-07,0.00144269498722329,0.600973274452518,0.99996562873245
RPS4X,95.1685723430172,1.89549326933552e-06,0.00144268774353857,0.453304732722755,0.99996562873245
CITED1,1.40147006432566,3.41314015244769e-07,0.00144269359414174,0.743555349298607,0.99996562873245
HDAC8,19.269420557222,8.84507029068427e-07,0.0014426793859269,0.8046334105228,0.99996562873245
PHKA1,4.31705414279951,-3.38807923952216e-07,0.00144269125311623,0.836911015704577,0.99996562873245
PABPC1L2B,3.78826143422787,-2.03431953308063e-06,0.00144269216426937,0.206877516781179,0.99996562873245
PABPC1L2A,4.58969351003011,8.86786828441819e-07,0.00144269058276516,0.712566108551299,0.99996562873245
NAP1L6,1.45845521744249,-1.21470423185296e-07,0.00144269352943428,0.909888150081201,0.99996562873245
NAP1L2,119.047396631879,-1.61421594830056e-06,0.00144268303924952,0.58891854976115,0.99996562873245
CHIC1,23.320035170385,2.10848379168945e-08,0.00144268344527269,0.987238140642963,0.99996562873245
TSIX,2.7614692784867,5.44514918472735e-07,0.00144269370530979,0.582061796058165,0.99996562873245
XIST,445.444547181289,6.45096610378807e-08,0.00144269485193759,0.848030031003937,0.99996562873245
JPX,20.4062418441573,1.65438575181382e-06,0.00144268949866731,0.312283431403295,0.99996562873245
RP13-216E22.4,0.362444152896377,-1.89048770452654e-07,0.00144269483601465,0.608961852742326,0.99996562873245
FTX,25.4490324361544,1.46866212540502e-06,0.00144268985040133,0.427964447722859,0.99996562873245
SLC16A2,6.46182902376975,3.69698426516531e-07,0.00144269060752591,0.840152748004743,0.99996562873245
RLIM,48.9725304728299,-4.58986699333254e-07,0.00144267367974174,0.703299229805914,0.99996562873245
KIAA2022,42.1753863147479,-3.81628416396999e-06,0.00144267319511963,0.542667240948429,0.99996562873245
ABCB7,5.05695581371382,5.61026771941089e-07,0.00144269003351833,0.769786070954833,0.99996562873245
UPRT,6.5806739796644,-1.31583652780995e-06,0.00144269009093966,0.554336681476103,0.99996562873245
ZDHHC15,4.0538021252858,-5.85982798256507e-08,0.00144269107336149,0.967793857130354,0.99996562873245
MAGEE2,1.20616009668003,-9.1118425682759e-08,0.00144269396663405,0.916583272110892,0.99996562873245
PBDC1,5.3876665641883,-3.25912201345376e-07,0.00144269132580793,0.900447191732457,0.99996562873245
MAGEE1,25.4804309546634,1.49502950818382e-05,0.00144271609897454,0.950937531128322,0.99996562873245
MIR325HG,1.38164132946381,2.68340656741314e-07,0.0014426939594158,0.781818904350062,0.99996562873245
ATRX,292.43244613076,6.77214906314005e-06,0.00144267672974012,0.0802281975907201,0.99996562873245
MAGT1,2.30010874597235,5.08088719135783e-07,0.00144269278389586,0.744655152759906,0.99996562873245
COX7B,43.6475488158976,1.23943746896026e-06,0.00144268466660455,0.988415556300447,0.99996562873245
ATP7A,5.89970842023939,2.14951333453215e-06,0.00144268975792722,0.308029369274188,0.99996562873245
PGK1,51.5294788838314,-4.62174352298158e-06,0.00144267598530093,0.182226863078657,0.99996562873245
TAF9B,10.9464898531016,-4.73994107693217e-07,0.00144268835471532,0.806759981538082,0.99996562873245
CYSLTR1,2.51396065404608,-1.59280099312603e-06,0.00144269327298162,0.206347945509334,0.99996562873245
LPAR4,0.326459067691239,-1.99965457008708e-07,0.00144269480200136,0.602670862939837,0.99996562873245
ITM2A,5.05268892512716,1.28934439866613e-06,0.00144269091274708,0.475458310260324,0.99996562873245
TBX22,0.0837017052646911,-1.93474731118926e-07,0.00144269498074991,0.720362404013567,0.99996562873245
BRWD3,14.2721258525352,2.94230088997029e-06,0.00144268880471575,0.257042512414315,0.99996562873245
HMGN5,5.4216550030647,2.08174829570554e-06,0.00144269140770888,0.737342527588411,0.99996562873245
SH3BGRL,13.3367525586717,-6.46485623102289e-07,0.00144268540378963,0.802379639502298,0.99996562873245
POU3F4,1.78437013220629,-2.21922238674226e-06,0.00144269483180868,0.0127511011084196,0.99996562873245
RPS6KA6,23.9583092748004,1.68910436508697e-06,0.00144267965218161,0.620460699603276,0.99996562873245
HDX,11.3279990136167,-9.8009604862039e-07,0.00144268522385585,0.712055782561966,0.99996562873245
APOOL,17.309654147466,-1.58288764956037e-06,0.0014426846247391,0.915055916749601,0.99996562873245
SATL1,0.943870571697372,1.23193836915722e-06,0.00144269464172032,0.0901047302220158,0.99996562873245
ZNF711,24.1770244549025,-2.04433929458856e-08,0.0014426791927231,0.988148430803463,0.99996562873245
CHM,50.3455239024154,-5.8154005490551e-06,0.00144267892312442,0.14362033379058,0.99996562873245
DACH2,11.6183740888951,-3.21279989790077e-06,0.00144269006160283,0.146415289965036,0.99996562873245
KLHL4,6.72660522979275,-1.08684017292482e-06,0.00144268972984308,0.588554507277618,0.99996562873245
RP13-212L9.1,0.0771252021845773,1.1930699380692e-07,0.00144269497614224,0.994276119930844,0.99996562873245
PABPC5,2.38373948437797,4.27945114099538e-07,0.00144269317765039,0.715305872211817,0.99996562873245
PCDH11X,68.9523334691625,2.03457745603134e-06,0.00144267861894247,0.564218369320706,0.99996562873245
NAP1L3,184.772932252702,-6.13186503980258e-06,0.00144268612603978,0.0565957318139531,0.99996562873245
FAM133A,21.0401305541241,3.40348543774631e-06,0.00144268703039844,0.215851128587305,0.99996562873245
DIAPH2,8.57232331336627,-7.81208409331654e-08,0.00144269026579857,0.979125419786721,0.99996562873245
RPA4,1.54446743687359,-1.8360255867539e-06,0.00144269432045829,0.0657719135863295,0.99996562873245
PCDH19,21.2276988934286,-1.23896720350379e-06,0.00144268744536293,0.600398161617087,0.99996562873245
TSPAN6,1.05287284502905,6.31192769241726e-07,0.00144269411333928,0.445957253200709,0.99996562873245
SYTL4,0.345886339231811,-2.89914188800388e-07,0.00144269480692202,0.59757781519908,0.99996562873245
CSTF2,2.58815643875226,1.76064831168483e-06,0.00144269292435307,0.208048034185738,0.99996562873245
NOX1,0.303297381660969,-4.08585138720109e-07,0.0014426949494978,0.469033998157276,0.99996562873245
XKRX,0.242757362426548,-3.07799834907195e-08,0.00144269488266686,0.832642601193919,0.99996562873245
TRMT2B,2.33751385692042,1.30649812987008e-06,0.00144269323366745,0.298683857510933,0.99996562873245
TMEM35,61.1128161567798,-3.48772542696363e-06,0.00144268647493841,0.295885522103836,0.99996562873245
CENPI,0.114025044804847,1.87807851109473e-07,0.00144269497373687,0.866398714335657,0.99996562873245
DRP2,32.1312311915741,1.39254266957468e-06,0.00144267575675954,0.979803697736656,0.99996562873245
TAF7L,2.22192122468273,4.36860903513305e-07,0.00144269275256255,0.674598225816552,0.99996562873245
TIMM8A,3.28756964831049,2.83901284581547e-06,0.00144269340737102,0.0535158886479955,0.99996562873245
BTK,0.249579240078288,-1.94403740558548e-07,0.00144269483113764,0.638905227189043,0.99996562873245
RPL36A,83.0106495263885,2.2526038448888e-06,0.00144269319848759,0.116763177357269,0.99996562873245
GLA,3.66748773335954,8.3369062400767e-08,0.00144269276269439,0.928453918985617,0.99996562873245
HNRNPH2,65.2342617001097,-1.69462065408134e-06,0.0014426864137312,0.507558691947559,0.99996562873245
ARMCX4,27.7846911858241,5.86888639534712e-06,0.0014426824394218,0.112450181574242,0.99996562873245
ARMCX1,17.7326593909407,2.84056713480171e-06,0.00144268283491839,0.365860906835195,0.99996562873245
ARMCX6,8.28616877264322,-2.26654697347379e-06,0.00144268915123055,0.30289545270255,0.99996562873245
ARMCX3,62.7876345329742,1.17174139162901e-06,0.00144266749497692,0.796152083112112,0.99996562873245
ARMCX3-AS1,0.609978544808828,-4.86946312962798e-07,0.00144269476436481,0.313814152588512,0.99996562873245
ARMCX2,32.1869501012734,-1.743458707908e-06,0.00144267435795996,0.684593267698399,0.99996562873245
ZMAT1,56.338248831254,8.25710577264685e-06,0.00144269721603135,0.033944130749603,0.99996562873245
TCEAL2,124.296765706129,-7.18230000853315e-06,0.00144268059732237,0.649748214233535,0.99996562873245
TCEAL6,25.0703287153244,1.1259154969539e-06,0.00144267900123932,0.742309218594689,0.99996562873245
BEX5,51.9570394240804,1.70159778567954e-06,0.00144268846992403,0.450681033480742,0.99996562873245
TMSB15A,0.0837017052646911,-1.93474731118926e-07,0.00144269498074991,0.720362404013567,0.99996562873245
ARMCX5,16.1100994267569,1.00265539096327e-06,0.00144268542932745,0.866082238680598,0.99996562873245
GPRASP1,104.645696573879,4.67196882534213e-06,0.00144268234930748,0.178328146332998,0.99996562873245
GPRASP2,54.1131614208266,8.53125295957314e-07,0.00144267263035053,0.896130316239587,0.99996562873245
BHLHB9,23.245555522439,-2.77624855990297e-06,0.00144268061628202,0.558973815992106,0.99996562873245
LINC00630,2.2791057300018,-7.42002546249255e-07,0.00144269302516314,0.321318827552324,0.99996562873245
LL0XNC01-237H1.2,2.88492632426982,4.2954183449945e-07,0.00144269259329115,0.746949772818358,0.99996562873245
RAB40AL,11.8515188973576,1.99690134768345e-06,0.00144268734831296,0.314588386673597,0.99996562873245
BEX1,191.333853321214,-2.24530807847637e-06,0.00144268281303589,0.941321384546872,0.99996562873245
BEX4,139.761317994818,-2.65350089894444e-06,0.00144268185317539,0.410365281172956,0.99996562873245
TCEAL8,27.3655166737244,8.63928042436868e-07,0.00144268633844258,0.733840467489419,0.99996562873245
TCEAL5,45.0394014693328,-1.81156875482463e-07,0.00144267545417048,0.808209347551947,0.99996562873245
BEX2,139.201505673387,1.71284960991043e-06,0.00144268446455352,0.556271319015022,0.99996562873245
TCEAL7,37.5907025999496,-3.58318090202441e-06,0.00144268524811627,0.634865547229869,0.99996562873245
WBP5,23.4355288032122,-2.17559257537144e-06,0.00144268646140026,0.402748285697813,0.99996562873245
NGFRAP1,288.927877522871,-1.25266998963897e-06,0.00144268521226958,0.645106698493245,0.99996562873245
RAB40A,0.993724152481583,7.7216449483463e-07,0.00144269449294478,0.26415575132685,0.99996562873245
TCEAL4,60.1217000935962,1.29885140291359e-06,0.00144266626545314,0.777938375131351,0.99996562873245
TCEAL3,41.4464323240211,-1.78395115280567e-06,0.00144267359007394,0.570115170151732,0.99996562873245
TCEAL3-AS1,0.328750025431673,-4.36668068712766e-07,0.00144269494778536,0.460638487560328,0.99996562873245
TCEAL1,45.3868831417144,-7.52988222002644e-07,0.00144268012407714,0.714647543775985,0.99996562873245
MORF4L2,128.472393817827,-1.67459890614099e-06,0.00144267508757439,0.673281466542559,0.99996562873245
MORF4L2-AS1,0.806286111307002,-1.00223918071874e-06,0.00144269449191332,0.167923145247964,0.99996562873245
GLRA4,0.24084979081665,8.19051577979497e-08,0.00144269486876979,0.981560599484406,0.99996562873245
TMEM31,0.217839429851692,7.22660618544708e-08,0.00144269483753383,0.999240756348495,0.99996562873245
PLP1,6.55444849704914,3.93985207062867e-07,0.00144268951956044,0.863008988971781,0.99996562873245
RAB9B,34.7459625050647,-5.80321100944136e-07,0.00144267692628451,0.86035734700783,0.99996562873245
LL0XNC01-116E7.2,0.358476622394423,2.73095359783585e-07,0.00144269477278556,0.696700760740564,0.99996562873245
TMSB15B,2.62805280296487,1.42065231191149e-07,0.00144269299602689,0.909027846828206,0.99996562873245
H2BFM,0.297635635995987,-6.70595250018527e-08,0.0014426948513785,0.987070423015025,0.99996562873245
RP11-722G7.1,8.97017546864216,-1.40764966461245e-06,0.00144268837753641,0.764638421702934,0.99996562873245
SLC25A53,3.04172415644115,-9.31213566924865e-08,0.00144269201464195,0.924671567322786,0.99996562873245
ZCCHC18,5.53748772614045,-1.52653616473664e-06,0.00144269051653849,0.413916086193623,0.99996562873245
FAM199X,51.4925543180936,-4.10844129761891e-08,0.00144267803466677,0.708367224520797,0.99996562873245
IL1RAPL2,0.471111266910545,4.26539974882246e-07,0.00144269467381137,0.506164893547562,0.99996562873245
NRK,0.0785740427759792,1.48056398639099e-07,0.00144269497740961,0.994276119930844,0.99996562873245
MUM1L1,4.86410520476543,-6.60277689803019e-07,0.00144269104038764,0.591129661720947,0.99996562873245
CXorf57,4.09901693944163,-1.94319407009519e-06,0.00144269212687998,0.176477183809251,0.99996562873245
