"","p_val","avg_log2FC","pct.1","pct.2","p_val_adj"
"GGPS1",0.866088750382791,-0.186477101003526,0.037,0.033,1
"MTCH2",0.866088750382791,-0.1632444387277,0.037,0.033,1
"SLC35E1",0.866088750382791,-0.19769826592094,0.037,0.033,1
"KMT2B",0.866202802229589,0.240139401960788,0.049,0.045,1
"ZEB2",0.866469772132464,-0.297051567721197,0.136,0.141,1
"GOLIM4",0.866485308986701,-0.251831538603854,0.198,0.198,1
"PLCD1",0.866828587441291,-0.39287415207979,0.074,0.066,1
"RPN2",0.866828587441291,-0.608183033042247,0.074,0.066,1
"BAALC",0.867609700802816,-0.155763871582342,0.16,0.168,1
"KLHL8",0.867782643532495,-0.232572193593385,0.049,0.054,1
"MNAT1",0.868021485021574,0.131120540342427,0.062,0.057,1
"ZNF226",0.868442862399083,0.363384427368403,0.037,0.042,1
"GRN",0.868449711880382,0.321639536507315,0.049,0.045,1
"LRRC14",0.868690387967266,-0.279393880978126,0.037,0.033,1
"ECH1",0.868710974298445,-0.44137997868394,0.086,0.09,1
"STK40",0.868899212448772,1.57544868271773,0.012,0.015,1
"OSBPL10",0.868899212448772,0.790291919809414,0.012,0.015,1
"GBE1",0.868899212448772,0.759209192079223,0.012,0.015,1
"ZBBX",0.868899212448772,0.912100545812141,0.012,0.015,1
"ZNF354A",0.868899212448772,0.64712255377139,0.012,0.015,1
"CTB-129O4.1",0.868899212448772,0.461581615409739,0.012,0.015,1
"TAF9B",0.868899212448772,0.908879179518891,0.012,0.015,1
"TRIM35",0.868899212448772,0.68886437228207,0.012,0.015,1
"CHCHD7",0.868899212448772,0.862915501312574,0.012,0.015,1
"ZFPM2",0.868899212448772,1.40189489610959,0.012,0.015,1
"TRAF6",0.868899212448772,0.340324777279513,0.012,0.015,1
"RP11-158I9.8",0.868899212448772,0.159660738987072,0.012,0.015,1
"WWP2",0.868899212448772,0.686408389303734,0.012,0.015,1
"MIR22HG",0.868899212448772,0.507408583161729,0.012,0.015,1
"TRIM16L",0.868899212448772,0.273260571372375,0.012,0.015,1
"C17orf58",0.868899212448772,0.555226423493764,0.012,0.015,1
"PRELID3A",0.868899212448772,0.417196653290377,0.012,0.015,1
"TTLL9",0.868899212448772,0.189474080210218,0.012,0.015,1
"DOCK6",0.868899212448772,0.400362336374244,0.012,0.015,1
"PAK4",0.868899212448772,0.390979102533007,0.012,0.015,1
"NUDT3",0.869353350996733,-0.154400501360166,0.272,0.246,1
"CYCS",0.869460494489541,-0.372155027154904,0.074,0.078,1
"ST13",0.869527202603648,-0.216094863947586,0.111,0.102,1
"HERC2",0.86956343572166,-0.310572563267792,0.148,0.135,1
"RBM25",0.869578123584676,-0.320585805488317,0.333,0.309,1
"LUC7L2",0.87016707902129,0.432545280378197,0.086,0.096,1
"CARM1",0.871088487145255,-0.307959295140287,0.099,0.09,1
"ZNF580",0.871293448068666,-0.15503986265069,0.037,0.033,1
"PCBP4",0.871572130335324,-0.461747873880337,0.123,0.111,1
"IFI27L2",0.871851368969575,-0.588778513264185,0.111,0.111,1
"UBR3",0.87201390873018,-0.123765598338411,0.123,0.114,1
"RNF187",0.872046781487679,0.249687574139111,0.062,0.057,1
"KLHL21",0.872046814184189,0.151087366421972,0.062,0.057,1
"FCGRT",0.872046814184189,0.131802844405484,0.062,0.057,1
"PAPD4",0.872146148790941,-0.291688328420959,0.086,0.078,1
"ALDH7A1",0.872156388918164,0.234338229971436,0.086,0.081,1
"CBR1",0.872606840567585,-0.275639343664324,0.111,0.102,1
"NPEPL1",0.873570276457126,0.184164918573291,0.074,0.069,1
"STX18",0.87389790299127,-0.207864086770838,0.037,0.033,1
"MARK2",0.874060728748203,0.216894398547326,0.062,0.057,1
"ZFC3H1",0.874319689253391,-0.793197008639955,0.074,0.066,1
"C16orf72",0.874743712995729,-0.368692228996941,0.074,0.078,1
"NDUFS6",0.875048625831228,-0.408028205308172,0.062,0.066,1
"FZD3",0.875436209165925,-0.277271777151663,0.185,0.171,1
"NDUFA13",0.875752523050948,-0.227957967588783,0.235,0.21,1
"PBRM1",0.87607545953778,-0.14006058210366,0.062,0.057,1
"CDC14B",0.87607545953778,0.107455093752828,0.062,0.057,1
"PCMTD2",0.876194288104928,-0.637054293347745,0.074,0.066,1
"CLCC1",0.876503724994014,-0.259305279236092,0.037,0.033,1
"ASB1",0.876503724994014,-0.368481113502154,0.037,0.033,1
"PRKCI",0.876503724994014,-0.197546891557139,0.037,0.033,1
"BTBD9",0.876503724994014,-0.543922951158165,0.037,0.033,1
"MKRN1",0.876503724994014,-0.273385406980089,0.037,0.033,1
"BCL7A",0.876503724994014,-0.314893151527771,0.037,0.033,1
"CHMP1B",0.876503724994014,-0.40798651613944,0.037,0.033,1
"SRGAP1",0.876506039387721,-0.296119674847975,0.074,0.078,1
"CNPY2",0.877357970694923,-0.561376815053477,0.086,0.078,1
"FMNL2",0.877574392712655,-0.142414129815652,0.185,0.189,1
